149	348| 440 , 557 , 26 , 132 , | 253 945
149	598 216 1184| 2030 , 132 , | 917
149	245 7210 154050| | 2572 349 136 70786
149	598 216 1184| 2030 , | 49911
149	348| 440 , 557 , | 581
149	348| 440 , 26 , | 18 6875 3710
151	245 35547| 247 , 10 , 5905 , 6 , | 35621
151	245 35547| 247 , 4 , | 6459 4572 2770
151	245 35547| 247 , | 18 1046
151	245 35547| 247 , | 6772
151	245 35547| 247 , | 253
151	245 35547| 247 , 4 , | 18 154052 516
151	245 35547| 247 , 132 , | 164 26 8605
151	245 35547| 247 , 362 253 1102 13 , | 696 11594 11595 7665
152	18 31983| 10 2348 26 , | 3102
152	18 31983| 10 , 2348 , 4 , | 18 204 4 3867
152	18 31983| 10 , 2348 , | 612 3268 8266
152	18 31983| 10 , 2348 , | 44474 44475 26 1870
152	18 31983| 1551 , | 7 794 795
152	18 31983| 10 2348 26 , | 7630 4 45956 154053
152	18 31983| 10 2348 6 , | 3346 154054
152	18 31983| 10 , 2348 , 4 , | 204 4 12306
154	1077| 804 , 719 , 26 , | 18 1729 4 8571 1664 8572 8619
154	1077| 804 , 719 , | 1594 9032
154	464| 13 , | 1664 5726 5727
154	2107 4220 26 2578| | 6489 4 18 4220
154	2107 4220 26 2578| | 7762 11740
154	7762 11740| 136 , 201 , | 1050 154 468
154	7762 11740| 136 , 201 , 42 , | 464
155	33504 448| 5179 , 258 , | 639
155	18 6616| 26 , | 1759
155	33504 448| 5179 , 149 , | 80254
156	108| 1264 , 42 , | 1091 708
156	108| 1264 , 42 , 149 , | 18 3821 4 18 421 4 569
156	673| 1070 , | 18 58813
156	673| 4 , | 56302 1159
156	108| 1264 , | 5730 4 18 3813 3710
156	108| 1264 , 42 , | 586 532 9070
157	151 152 515 154 2477| 1155 , | 408 409
157	151 152 515 154 2477| 1155 , | 957 2667
157	151 152 515 154 2477| 1155 , 13 , | 7 1930 11811 4 1850
157	151 152 515 154 2477| 1155 , | 2527
157	151 152 515 154 2477| 1155 , 26 , | 335
158	427 18 222| 10 661 347 , 132 , | 9530
159	27772| 49 , | 7273 4046
159	7855| 4 , | 138981
159	8158 111460| 874 , 4 , | 2969 3774
159	138981| | 104612 50885
159	14709| 216 1866 , | 3774
159	14709| 216 1866 , 49 1391 , 557 , | 860 65276
159	8158 111460| 874 , | 253
159	7855| 49 , | 742 4197
161	18 224 478 5525| 149 , 216 4746 , 49 , | 9491 670
161	18 224 478 5525| 149 , 216 4746 , | 9491 2002 3130
161	18 224 478 5525| 26 , | 18 1920
162	384| 557 , 887 , 26 , | 7 18364
162	22849 15674| 756 , | 384
162	384| 557 , 26 , | 18 7006
162	18 4362 1136| 4 , | 69032
163	18 50367| 434 429 176 , | 11062
164	2495 278 4 1974 8798| 136 , | 2442 105346
164	2495 278 4 1974 8798| | 253 1685
165	2718 4615 4 2746| 201 , | 7 17963 293
165	2718 4615 4 2746| 201 , 13 , | 22300 42 21855
165	2718 4615 4 2746| 201 , | 12053
165	2718 4615 4 2746| 201 , | 13643
165	2718 4615 4 2746| | 2017
165	2718 4615 4 2746| 136 , | 18 224 1341
165	2718 4615 4 2746| 26 , | 310 143
165	2718 4615 4 2746| 201 , | 2017 515
166	335| 28 , | 154061 4220 26 4384
166	7 20867 8 1853| 4 , | 18 8352
166	253| 216 2882 , 26 , 18 , 231 , | 250 221 1445
166	7 20867 8 1853| 4 , | 13243 26387
166	335| 13 , | 14744 57196
167	808| 4 , | 183 13800 2770 26 8605
168	93 4 18 4718 4 120176| 26 , | 18 222
168	93 4 18 4718 4 120176| | 7107 3389 540
168	93 4 18 4718 4 120176| 557 , | 5094 35865
168	93 4 18 4718 4 120176| 557 , | 16729
168	93 4 18 4718 4 120176| | 28637 16729
169	4217| 499 , 136 , | 6757 11520
169	4217| 499 , 26 , | 2361
169	18 3406 9364 5525| 26 , | 7273 231 30463
169	4217| 499 , | 18 5525
169	18 3406 9364 5525| 216 , | 7 9364
169	4217| 499 , | 20154 717
170	7 37887| 136 , | 8684 1495
170	7 37887| | 5374
170	7 37887| 149 , | 449 1920
170	7 37887| 1481 , | 449 1482
170	7 37887| | 3704 5585
170	7 37887| 4 , | 24486 5379
172	2140 1150| 2018 , | 384
172	2140 1150| 2018 , 28 , | 57 2980 154 11608 2770 26 5803
172	2140 1150| 2018 , 132 , | 392 91
173	45 10 2516| 26 , | 18 376 1362
173	45 10 2516| 149 , | 10811
173	45 10 2516| | 1050 154
173	7 23723 4 51649| 10 , 7928 , 192 , 13478 , | 45 10 2516
173	1050| 10 121 6 , | 39604
173	7 23723 4 51649| 10 , 7928 , 192 , | 7424 2
173	7 23723 4 51649| 10 , 7928 , 13 , | 727
173	7 23723 4 51649| 10 , 7928 , 26 , | 18 1363 4 10811
174	7 58078 4406| 586 , 4 , 149 , | 18 222 427
174	7756 267| | 2037
174	7756 267| 586 869 , | 374 267
